offer_id,title,description,label,code,featured,source,deeplink,affiliate_link,cashback_link,url,image_url,brand_logo,type,store,merchant_home_page,categories,start_date,end_date,status,primary_location,language,rating
3231344,"Save Up To $400 on a Set Of 4 BF Goodrich Tires","Save Up To $400 on a Set Of 4 BF Goodrich Tires",,,No,cj,cj,https://www.anrdoezrs.net/links/5669536/type/dlg/https://www.4wd.com/b/tires-wheels/jeep-tires/bf-goodrich-tires/_/N-clek8Z1z12h5c,https://www.anrdoezrs.net/links/5669536/type/dlg/sid/{{replace_userid_here}}/https://www.4wd.com/b/tires-wheels/jeep-tires/bf-goodrich-tires/_/N-clek8Z1z12h5c,https://www.4wd.com/b/tires-wheels/jeep-tires/bf-goodrich-tires/_/N-clek8Z1z12h5c,,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-03-31,,USA,,0
3231345,"Buy 3, Get 1 Free on Select Pro Comp & Rubicon Express Shocks","Buy 3, Get 1 Free on Select Pro Comp & Rubicon Express Shocks",,,No,cj,cj,https://www.anrdoezrs.net/links/5669536/type/dlg/https://www.4wd.com/on-sale/buy-3-get-1-free-on-select-pro-comp-or-rubicon-express-shocks/_/N-cm9vd,https://www.anrdoezrs.net/links/5669536/type/dlg/sid/{{replace_userid_here}}/https://www.4wd.com/on-sale/buy-3-get-1-free-on-select-pro-comp-or-rubicon-express-shocks/_/N-cm9vd,https://www.4wd.com/on-sale/buy-3-get-1-free-on-select-pro-comp-or-rubicon-express-shocks/_/N-cm9vd,,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-03-31,,USA,,0
3231346,"Up To $150 Cashback on Select Soft Tops","Up To $150 Cashback on Select Soft Tops",,,No,cj,cj,https://www.anrdoezrs.net/links/5669536/type/dlg/https://www.4wd.com/on-sale/get-up-to-150-off-select-bestop-products-mail-in-rebate/_/N-cm9y7,https://www.anrdoezrs.net/links/5669536/type/dlg/sid/{{replace_userid_here}}/https://www.4wd.com/on-sale/get-up-to-150-off-select-bestop-products-mail-in-rebate/_/N-cm9y7,https://www.4wd.com/on-sale/get-up-to-150-off-select-bestop-products-mail-in-rebate/_/N-cm9y7,,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-03-31,,USA,,0
3231347,"Free Recovery Bag with Purchase of Select Smittybilt","Free Recovery Bag with Purchase of Select Smittybilt",,,No,cj,cj,https://www.anrdoezrs.net/links/5669536/type/dlg/https://www.4wd.com/b/winches-and-trail-accessories/winches/smittybilt/_/N-clentZ1z141ya,https://www.anrdoezrs.net/links/5669536/type/dlg/sid/{{replace_userid_here}}/https://www.4wd.com/b/winches-and-trail-accessories/winches/smittybilt/_/N-clentZ1z141ya,https://www.4wd.com/b/winches-and-trail-accessories/winches/smittybilt/_/N-clentZ1z141ya,,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-03-31,,USA,,0
3231710,"Free Recovery Bag with Purchase of Select Smittybilt","Free Recovery Bag with Purchase of Select Smittybilt",,,No,skimlinks,,https://www.4wd.com/b/winches-and-trail-accessories/winches/smittybilt/_/N-clentZ1z141ya?skimoffer=1553193,https://www.4wd.com/b/winches-and-trail-accessories/winches/smittybilt/_/N-clentZ1z141ya?skimoffer=1553193,https://www.4wd.com/b/winches-and-trail-accessories/winches/smittybilt/_/N-clentZ1z141ya?skimoffer=1553193,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231711,"Up To $150 Cashback on Select Soft Tops","Up To $150 Cashback on Select Soft Tops",,,No,skimlinks,,https://www.4wd.com/on-sale/get-up-to-150-off-select-bestop-products-mail-in-rebate/_/N-cm9y7?skimoffer=1553192,https://www.4wd.com/on-sale/get-up-to-150-off-select-bestop-products-mail-in-rebate/_/N-cm9y7?skimoffer=1553192,https://www.4wd.com/on-sale/get-up-to-150-off-select-bestop-products-mail-in-rebate/_/N-cm9y7?skimoffer=1553192,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231712,"Buy 3, Get 1 Free on Select Pro Comp & Rubicon Express Shocks","Buy 3, Get 1 Free on Select Pro Comp & Rubicon Express Shocks",,,No,skimlinks,,https://www.4wd.com/on-sale/buy-3-get-1-free-on-select-pro-comp-or-rubicon-express-shocks/_/N-cm9vd?skimoffer=1553191,https://www.4wd.com/on-sale/buy-3-get-1-free-on-select-pro-comp-or-rubicon-express-shocks/_/N-cm9vd?skimoffer=1553191,https://www.4wd.com/on-sale/buy-3-get-1-free-on-select-pro-comp-or-rubicon-express-shocks/_/N-cm9vd?skimoffer=1553191,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231713,"Save Up To $400 on a Set Of 4 BF Goodrich Tires","Save Up To $400 on a Set Of 4 BF Goodrich Tires",,,No,skimlinks,,https://www.4wd.com/b/tires-wheels/jeep-tires/bf-goodrich-tires/_/N-clek8Z1z12h5c?skimoffer=1553190,https://www.4wd.com/b/tires-wheels/jeep-tires/bf-goodrich-tires/_/N-clek8Z1z12h5c?skimoffer=1553190,https://www.4wd.com/b/tires-wheels/jeep-tires/bf-goodrich-tires/_/N-clek8Z1z12h5c?skimoffer=1553190,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231714,"Save Up To 25% on Select Smittybilt Products","Save Up To 25% on Select Smittybilt Products",,,No,skimlinks,,https://www.4wd.com/on-sale/smittybilt/_/N-1z141ya?skimoffer=1553189,https://www.4wd.com/on-sale/smittybilt/_/N-1z141ya?skimoffer=1553189,https://www.4wd.com/on-sale/smittybilt/_/N-1z141ya?skimoffer=1553189,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231715,"Bundle and Save Up to $1,400 Wheel, Tire, and Suspension Packages","Bundle and Save Up to $1,400 Wheel, Tire, and Suspension Packages",,,No,skimlinks,,https://www.4wd.com/b/suspension-and-shocks/suspension-lift-kits/pro-comp-suspension/rubicon-express/_/N-cm0kzZ1z1400fZ1z12zy3?skimoffer=1553188,https://www.4wd.com/b/suspension-and-shocks/suspension-lift-kits/pro-comp-suspension/rubicon-express/_/N-cm0kzZ1z1400fZ1z12zy3?skimoffer=1553188,https://www.4wd.com/b/suspension-and-shocks/suspension-lift-kits/pro-comp-suspension/rubicon-express/_/N-cm0kzZ1z1400fZ1z12zy3?skimoffer=1553188,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-05,2022-04-01,,USA,,0
3231716,"New Jeep Parts & Accessories","New Jeep Parts & Accessories",,,No,skimlinks,,https://www.4wd.com/b/new-products-jeep-accessories-parts/_/N-1yzfjbq?skimoffer=1553187,https://www.4wd.com/b/new-products-jeep-accessories-parts/_/N-1yzfjbq?skimoffer=1553187,https://www.4wd.com/b/new-products-jeep-accessories-parts/_/N-1yzfjbq?skimoffer=1553187,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-05,2022-04-01,,USA,,0
3231717,"Up to 30% Off on Select Pro Comp Lighting","Up to 30% Off on Select Pro Comp Lighting",,,No,skimlinks,,https://www.4wd.com/b/lighting-lighting-accessories/pro-comp-suspension/_/N-cm0cuZ1z1400f?skimoffer=1553186,https://www.4wd.com/b/lighting-lighting-accessories/pro-comp-suspension/_/N-cm0cuZ1z1400f?skimoffer=1553186,https://www.4wd.com/b/lighting-lighting-accessories/pro-comp-suspension/_/N-cm0cuZ1z1400f?skimoffer=1553186,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231718,"Bundle and Save up to $250 on Select Pro Comp Wheel and Tires Packages","Bundle and Save up to $250 on Select Pro Comp Wheel and Tires Packages",,,No,skimlinks,,https://www.4wd.com/b/tires-wheels/jeep-tires/pro-comp-tires/_/N-clek8Z1z0unap?skimoffer=1553185,https://www.4wd.com/b/tires-wheels/jeep-tires/pro-comp-tires/_/N-clek8Z1z0unap?skimoffer=1553185,https://www.4wd.com/b/tires-wheels/jeep-tires/pro-comp-tires/_/N-clek8Z1z0unap?skimoffer=1553185,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231719,"Overlanding Season is Now in Session","Overlanding Season is Now in Session",,,No,skimlinks,,https://www.4wd.com/b/overlanding-camping/tents/_/N-cm0fv?skimoffer=1553184,https://www.4wd.com/b/overlanding-camping/tents/_/N-cm0fv?skimoffer=1553184,https://www.4wd.com/b/overlanding-camping/tents/_/N-cm0fv?skimoffer=1553184,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3231720,"Get $800 Off Smittybilt Hardshell Roof Top Tent","Get $800 Off Smittybilt Hardshell Roof Top Tent",,,No,skimlinks,,https://www.4wd.com/p/smittybilt-overlander-hard-shell-rooftop-tent-2983/_/R-DSBP-2983?skimoffer=1553183,https://www.4wd.com/p/smittybilt-overlander-hard-shell-rooftop-tent-2983/_/R-DSBP-2983?skimoffer=1553183,https://www.4wd.com/p/smittybilt-overlander-hard-shell-rooftop-tent-2983/_/R-DSBP-2983?skimoffer=1553183,https://static.skimlinks.com/images/merchant_logos/11459_d81999946fe0763bfc82f77ab3420945.png,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-04-01,,USA,,0
3233845,"10% Smittybilt Tube Doors","10% Smittybilt Tube Doors",,,No,cj,cj,https://www.anrdoezrs.net/links/5669536/type/dlg/https://www.4wd.com/b/exterior-parts-car-care-fender-flares/doors-door-accessories/doors/smittybilt/_/N-cm0rtZ1z141ya,https://www.anrdoezrs.net/links/5669536/type/dlg/sid/{{replace_userid_here}}/https://www.4wd.com/b/exterior-parts-car-care-fender-flares/doors-door-accessories/doors/smittybilt/_/N-cm0rtZ1z141ya,https://www.4wd.com/b/exterior-parts-car-care-fender-flares/doors-door-accessories/doors/smittybilt/_/N-cm0rtZ1z141ya,,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-03-31,,USA,,0
3233846,"15% off Smittybilt Annexes","15% off Smittybilt Annexes",,,No,cj,cj,https://www.anrdoezrs.net/links/5669536/type/dlg/https://www.4wd.com/b/overlanding-camping/tents/smittybilt/_/N-cm0fvZ1z141ya,https://www.anrdoezrs.net/links/5669536/type/dlg/sid/{{replace_userid_here}}/https://www.4wd.com/b/overlanding-camping/tents/smittybilt/_/N-cm0fvZ1z141ya,https://www.4wd.com/b/overlanding-camping/tents/smittybilt/_/N-cm0fvZ1z141ya,,,Deal,4WD.com,https://www.4wd.com/,,2022-03-04,2022-03-31,,USA,,0
